,wm_prod_code,prod_detail_type_code,prod_ccy,prod_risk_code,can_rcmd_ind,prod_name
0,AAC4,FNDF,AUD,RR3,1,富達全球入息基金Ｈ月配澳幣避險
2,AF46,FNDF,EUR,RR4,0,鋒匯理Ⅱ－歐洲潛力Ａ２歐元
3,AO14,FNDF,USD,RR2,1,ＰＩＭＣＯ總回報債券基金Ｅ級類別收息股份
5,GG29,FNDF,EUR,RR3,1,安本標準歐元高收益債券基金Ａ月配息歐元
6,GG48,FNDF,USD,RR4,0,安本標準日本小型公司基金Ａ累積美元避險
15,1223,FNDD,TWD,RR5,1,統一亞洲大金磚基金
16,1337,FNDD,TWD,RR3,1,保德信印度機會債券基金累積型－新臺幣
19,2046,FNDD,TWD,RR4,1,國泰全球積極組合基金－新臺幣（累積）
20,2103,FNDD,TWD,RR5,1,野村ｅ科技基金
21,2908,FNDD,TWD,RR3,1,復華全球債券組合基金
26,AT14,FNDF,USD,RR4,1,百達林木資源Ｒ美元
37,AG43,FNDF,USD,RR2,0,貝萊德美國政府房貸債券基金美元
38,AH54,FNDF,SGD,RR3,1,新加坡大華國際成長基金星幣
40,AJ21,FNDF,USD,RR3,0,瀚Ｍ＆Ｇ收益優化基金Ａ－Ｈ（美元避險）
41,CC20,FNDF,USD,RR5,0,摩根菲律賓基金
46,JJ23,FNDF,USD,RR2,0,富蘭克林坦伯頓月入息基金
48,NN60,FNDF,JPY,RR4,0,聯博日本策略價值基金Ａ級別日圓
49,QQ11,FNDF,EUR,RR4,1,瑞銀（盧森堡）歐洲中型股票基金（歐元）
50,UU10,FNDF,USD,RR3,0,天利盧森堡全球焦點基金
53,WW20,FNDF,USD,RR4,1,霸菱亞洲平衡基金Ａ類美元配息型
55,2122,FNDD,TWD,RR4,1,野村台灣高股息基金
57,2504,FNDD,TWD,RR5,1,安聯全球新興市場基金
60,3322,FNDD,TWD,RR2,1,群益亞洲新興市場投資級債券基金Ａ類型累積
62,4612,FNDD,AUD,RR4,1,瀚亞亞太豐收平衡基金Ｂ－澳幣
63,5012,FNDD,TWD,RR3,1,貝萊德享退休系列２０４０目標日期組合基金－新臺幣
71,AAE1,FNDF,AUD,RR5,0,富達東協基金澳幣避險累積型
72,AAE6,FNDF,USD,RR4,1,富達德國基金美元避險累積型
75,AF29,FNDF,USD,RR3,0,鋒匯理Ⅱ－美國高息Ａ２美元
78,AG39,FNDF,USD,RR2,1,貝萊德美元優質債券基金美元
81,AP19,FNDF,EUR,RR4,1,ＮＮ（Ｌ）食品飲料基金Ｘ股歐元
85,CCC3,FNDF,JPY,RR4,1,摩根－ＪＰＭ日本股票日圓（Ａ股累計）基金
88,MM01,FNDF,EUR,RR4,1,安聯全球資源基金－Ａ配息類股（歐元）
91,3301,FNDD,TWD,RR5,1,群益中小型股基金
96,AA03,FNDF,SEK,RR4,1,富達北歐基金
98,6016,FNDD,CNY,RR3,1,安聯收益成長多重資產基金－Ａ類型（累積）－人民幣
104,AA69,FNDF,EUR,RR3,1,富達歐洲高收益基金月配Ａ
109,AG83,FNDF,EUR,RR5,1,貝萊德太平洋股票基金歐元
110,AH03,FNDF,USD,RR5,1,新加坡大華亞太增長基金美元
116,KK28,FNDF,EUR,RR3,1,富蘭克林坦伯頓全球投資成長歐元基金
117,KK77,FNDF,USD,RR3,1,富蘭克林坦伯頓全球投資歐洲高收益基金美元月配
122,AG15,FNDF,USD,RR5,1,貝萊德新興市場基金美元
127,AA21,FNDF,AUD,RR4,1,富達澳洲基金
128,AA68,FNDF,USD,RR2,1,富達美元債券基金月配Ａ
129,AG20,FNDF,USD,RR4,1,貝萊德永續能源基金美元
136,1119,FNDD,TWD,RR4,1,日盛ＭＩＴ主流基金
137,1619,FNDD,TWD,RR4,1,第一金全球大趨勢基金
148,AA74,FNDF,USD,RR4,1,富達目標基金２０２０
151,AF72,FNDF,USD,RR2,0,鋒匯理Ⅱ－新興市場當地貨幣債券Ａ股美元月配穩定配息
152,AG47,FNDF,USD,RR2,1,貝萊德環球政府債券基金美元配現
153,AGB1,FNDF,EUR,RR3,1,貝萊德全球股票收益基金Ａ２歐元避險
156,CC98,FNDF,USD,RR5,1,摩根－ＪＰＭ新興歐洲股票美元（Ａ股累計）基金
158,HH23,FNDF,GBP,RR2,0,施羅德美國小型公司基金
160,KK49,FNDF,EUR,RR3,1,富蘭克林坦伯頓全球投資全球核心策略基金歐元
163,PP08,FNDF,GBP,RR4,1,施羅德環球英國股票（英鎊）Ａ１－累積基金
167,2108,FNDD,TWD,RR3,1,野村全球高股息基金
170,2903,FNDD,TWD,RR4,1,復華神盾基金
172,ER24,FNDF,AUD,RR3,0,ＮＢ新興市場本地貨幣債券基金Ｅ股月配澳幣
177,FCA7,FNDF,AUD,RR3,0,摩根投資－ＪＰＭ多重收益澳幣對沖（Ｆ股利率入息）基金
179,AAB1,FNDF,USD,RR4,1,富達全球消費行業基金美元累積
184,AG37,FNDF,EUR,RR2,1,貝萊德歐元優質債券基金歐元
186,AJ46,FNDF,USD,RR4,0,瀚亞Ｍ＆Ｇ北美股息基金美元
188,CC99,FNDF,USD,RR2,1,摩根－ＪＰＭ美國複合收益債券美元（Ａ股累計）基金
189,CCA3,FNDF,USD,RR3,1,摩根投資－ＪＰＭ多重收益美元對沖（Ａ股每月派息）基金
190,EE39,FNDF,USD,RR4,1,景順日本小型企業基金Ａ（美元對沖）股美元
194,PP26,FNDF,USD,RR2,1,施羅德環球新興市場債券（美元）Ａ１－累積基金
195,QQ01,FNDF,USD,RR4,1,瑞銀（盧森堡）生化股票基金（美元）
196,QQ07,FNDF,USD,RR3,1,瑞銀（盧森堡）保健股票基金（美元）
201,2026,FNDD,TWD,RR3,1,國泰全球多重收益平衡基金不配息
202,2104,FNDD,TWD,RR4,1,野村平衡基金
206,4921,FNDD,CNY,RR5,1,群益中國新機會基金人民幣
210,UF71,FNDF,USD,RR3,0,鋒匯理Ⅱ－新興市場債券Ｕ股美元月配穩定配息
212,AA66,FNDF,EUR,RR3,1,富達全球健康護理基金
214,AF53,FNDF,AUD,RR3,0,鋒匯理Ⅱ－環球高收益Ａ股澳幣收益穩定配息
215,AG18,FNDF,USD,RR3,1,貝萊德環球前瞻股票基金美元
216,AI40,FNDF,ZAR,RR3,1,瀚亞全球價值股票基金南非幣避險穩定月配
218,AP20,FNDF,AUD,RR2,1,ＮＮ（Ｌ）投資級公司債基金Ｘ股對沖級別澳幣（月配息）
219,CCB9,FNDF,USD,RR4,1,摩根－ＪＰＭ歐洲小型企業美元（Ａ股累計）基金
221,GG44,FNDF,USD,RR3,0,安本標準新興市場債券基金Ａ累積美元
223,KK34,FNDF,USD,RR2,1,富蘭克林坦伯頓全球投資亞洲債券基金
224,KK80,FNDF,USD,RR5,1,富蘭克林坦伯頓全球投資新興國家小型企業基金美元
226,NN51,FNDF,USD,RR5,1,聯博新興市場價值Ａ美元
230,PP80,FNDF,EUR,RR4,1,施羅德環球歐洲收益股票（歐元）Ａ１－季配固定基金
231,1219,FNDD,TWD,RR5,1,統一大中華中小基金
232,2030,FNDD,TWD,RR4,1,國泰亞太入息平衡基金配息
233,2125,FNDD,TWD,RR5,1,野村大俄羅斯基金
234,2144,FNDD,TWD,RR4,1,野村歐洲中小成長基金
235,2151,FNDD,TWD,RR3,1,野村亞太新興債券基金新臺幣累積
236,2404,FNDD,TWD,RR4,1,瀚亞菁華基金
237,3022,FNDD,TWD,RR2,1,元大中國機會債券基金
238,3313,FNDD,TWD,RR5,1,群益印巴雙星基金
246,6802,FNDD,TWD,RR5,1,兆豐國際中國Ａ股基金
247,AA49,FNDF,CHF,RR4,1,富達瑞士基金
248,AAA6,FNDF,USD,RR4,0,富達亞洲高收益基金累積
249,AAA7,FNDF,USD,RR5,1,富達中國內需消費基金
251,AF03,FNDF,USD,RR4,0,鋒匯理Ⅱ－美國研究Ａ２美元
253,AO23,FNDF,USD,RR3,1,ＰＩＭＣＯ全球高收益債券基金Ｍ級美月收息
259,NNA6,FNDF,ZAR,RR4,1,聯博美國成長基金ＡＤ股月配南非幣避險
263,1221,FNDD,TWD,RR5,1,統一新亞洲科技能源基金
264,2213,FNDD,TWD,RR4,1,景順全球科技基金
265,2304,FNDD,TWD,RR4,1,柏瑞旗艦全球平衡組合基金
266,2430,FNDD,TWD,RR5,1,瀚亞中國Ａ股基金
267,2815,FNDD,TWD,RR3,1,富蘭克林華美全球高收益債券基金分配型
268,3001,FNDD,TWD,RR4,1,元大多福基金
279,AAD1,FNDF,USD,RR4,1,富達日本基金美元避險
285,AG46,FNDF,EUR,RR3,1,貝萊德環球高收益債券基金ＨｅｄｇｅｄＡ３歐元
286,AP05,FNDF,USD,RR3,1,ＮＮ（Ｌ）亞洲債券基金Ｘ股美元
288,AR10,FNDF,AUD,RR4,1,ＮＢ美國房地產基金Ｔ股月配澳幣
292,CC09,FNDF,JPY,RR4,0,摩日本小型企業日圓基金
295,CC81,FNDF,USD,RR5,1,摩根－ＪＰＭ全方位新興市場美元（Ａ股分派）基金
301,1307,FNDD,TWD,RR3,1,保德信全球醫療生化基金
303,2129,FNDD,TWD,RR4,1,野村全球不動產證券化基金月配
306,2938,FNDD,TWD,RR4,1,復華全球物聯網科技基金－新臺幣
307,3009,FNDD,TWD,RR5,1,元大新中國基金
308,4010,FNDD,TWD,RR3,1,聯博多元資產收益組合基金ＡＤ配息（台幣）
312,5824,FNDD,CNY,RR3,1,聯博多元資產收益組合基金ＡＩ類型人民幣
313,5905,FNDD,CNY,RR4,1,柏瑞新興市場高收益債券基金Ａ類型人民幣
316,7320,FNDD,TWD,RR4,0,柏瑞亞太高收益債券基金Ｎ９類型
320,8640,FNDD,CNY,RR3,0,瀚亞策略印度傘型基金之印度策略收益債券基金Ｓ類型－人民幣
321,AAC8,FNDF,USD,RR4,1,富達歐洲小型企業美元避險
327,AG19,FNDF,USD,RR4,1,貝萊德環球小型企業基金美元
328,AG67,FNDF,USD,RR2,1,貝萊德世界債券基金Ａ２美元
332,AR09,FNDF,ZAR,RR4,1,ＮＢ美國房地產基金Ｔ股月配南非幣
334,EE89,FNDF,USD,RR4,1,景順歐洲大陸企業基金Ａ－美元對沖美元
337,KK01,FNDF,USD,RR3,1,富蘭克林坦伯頓全球投資全球基金
339,KK13,FNDF,USD,RR3,0,富蘭克林坦伯頓全球投資公司債基金
341,KK43,FNDF,EUR,RR4,1,富蘭克林坦伯頓全球投資天然資源基金歐元
344,NN80,FNDF,AUD,RR3,1,聯博房貸收益基金ＡＡ月配澳幣避險
347,SS07,FNDF,USD,RR5,1,柏瑞環球基金－日本股票基金Ａ
350,1228,FNDD,TWD,RR4,1,統一中國高收益債券基金台幣月配
352,2112,FNDD,TWD,RR4,1,野村全球不動產證券化基金累積
353,2317,FNDD,TWD,RR3,1,柏瑞中國平衡基金Ａ類型
354,2910,FNDD,TWD,RR4,1,復華人生目標基金
356,3408,FNDD,TWD,RR5,0,新兩岸優勢基金
357,4002,FNDD,TWD,RR3,1,聯博新興市場企業債券基金ＡＡ類型
358,4019,FNDD,TWD,RR3,1,聯博美國高收益債券基金－ＡＡ類型（新臺幣）
359,ER22,FNDF,USD,RR3,0,ＮＢ新興市場本地貨幣債券基金Ｅ股月配美元
365,AA16,FNDF,USD,RR2,1,富達全球債券基金
366,AAA5,FNDF,USD,RR3,1,富達新興市場債券基金累積
368,AF31,FNDF,USD,RR3,0,鋒匯理Ⅱ－美國高息ＡＸＤ美元
370,AG78,FNDF,EUR,RR3,1,貝萊德世界健康科學基金歐元
373,AO21,FNDF,USD,RR3,1,ＰＩＭＣＯ多元收益債券基金Ｍ級美月收息股
374,AR01,FNDF,USD,RR4,1,ＮＢ美國房地產基金Ｔ股累積美元
375,CC69,FNDF,USD,RR5,0,摩根太平洋科技基金
376,CCF3,FNDF,EUR,RR4,1,摩根－ＪＰＭ歐洲小型企業歐元（Ａ股分派）基金
378,KK44,FNDF,USD,RR2,1,富蘭克林坦伯頓全球投資精選收益基金美元
383,1231,FNDD,TWD,RR4,1,統一全球動態多重資產基金新臺幣月配
387,2819,FNDD,TWD,RR3,1,富蘭克林華美全球成長基金累積型
390,AT16,FNDF,USD,RR4,1,百達智慧城市ＨＲ美元
393,3330,FNDD,TWD,RR4,1,群益安家基金
403,AG91,FNDF,USD,RR3,1,貝萊德新興市場當地債券基金美元
404,AGA1,FNDF,USD,RR3,1,貝萊德美元高收益債券基金Ａ６美元穩定配息
405,BB38,FNDF,USD,RR5,1,安聯亞洲總回報股票基金－Ａ配息類股（美元）
409,KK42,FNDF,USD,RR4,1,富蘭克林坦伯頓全球投資投資天然資源基金美元
410,NN37,FNDF,USD,RR4,1,聯博永續主題基金Ａ股美元
412,PP04,FNDF,EUR,RR4,1,施羅德環球歐元股票（歐元）Ａ１－累積基金
413,1224,FNDD,TWD,RR3,1,統一新興市場企業債券基金
414,1433,FNDD,TWD,RR2,1,摩根總收益組合基金
416,2301,FNDD,TWD,RR5,1,柏瑞巨人基金
417,2445,FNDD,TWD,RR3,1,瀚亞策略印度傘型基金之印度策略收益債券基金Ａ類型－新臺幣
419,2713,FNDD,TWD,RR1,0,台新１６９９貨幣市場基金
421,3711,FNDD,CNY,RR4,1,國泰新興高收益債配息人民幣
423,5921,FNDD,USD,RR4,1,柏瑞新興市場高收益債券基金Ｂ類型美元
425,AAA3,FNDF,EUR,RR3,1,富達歐洲高收益基金累積
430,AGB3,FNDF,AUD,RR3,1,貝萊德新興市場債券基金Ａ８月配澳幣避險
431,AGC1,FNDF,USD,RR4,1,貝萊德日本特別時機基金Ａ２美元避險
433,AI19,FNDF,USD,RR5,1,瀚亞印尼股票基金
435,AA63,FNDF,EUR,RR3,1,富達歐洲高收益基金
437,AR26,FNDF,ZAR,RR3,1,ＮＢ新興市場本地貨幣債券基金Ｔ股月配南非幣
441,CC72,FNDF,USD,RR4,0,摩根環球地產入息基金
442,KK41,FNDF,USD,RR3,1,富蘭克林坦伯頓全球投資新興國家固定收益基金月配
443,KK58,FNDF,USD,RR3,0,富蘭克林坦伯頓全球投資公司債基金累積
444,KKA4,FNDF,EUR,RR3,1,富蘭克林坦伯頓全球投資吉富世界基金歐元Ａ（ＡＣＣ）股
445,NN36,FNDF,EUR,RR3,1,聯博全球高收益債券基金ＡＴ股歐元避險
446,SS10,FNDF,USD,RR5,0,柏瑞環球新興歐洲股票基金Ａ
450,1802,FNDD,TWD,RR4,1,鋒裕匯理阿波羅基金
451,2437,FNDD,TWD,RR4,1,瀚亞亞太豐收平衡基金Ａ－台幣
453,4021,FNDD,TWD,RR3,1,聯博多元資產收益組合基金ＡＩ類型新臺幣
457,UF69,FNDF,USD,RR2,0,鋒匯理Ⅱ－策略收益Ｕ股美元月配穩定配息
462,AAD7,FNDF,EUR,RR4,1,富達歐洲入息基金歐元
463,AB02,FNDF,USD,RR4,1,天達環球策略歐洲股票基金Ｃ收益股份
466,AF57,FNDF,AUD,RR3,0,鋒匯理Ⅱ－新興市場債券Ａ股澳幣收益穩定配息
468,AJ14,FNDF,USD,RR4,1,瀚亞Ｍ＆Ｇ全球未來趨勢基金美元
469,AP09,FNDF,USD,RR4,1,ＮＮ（Ｌ）能源基金Ｘ股美元
470,BB39,FNDF,USD,RR3,1,安聯收益成長基金－ＡＭ穩定月收類股（美元）
472,CC08,FNDF,JPY,RR4,1,摩根日本日圓基金
476,NNA9,FNDF,ZAR,RR4,0,聯博日本策略價值基金ＡＤ月配南非幣避險級別
479,4610,FNDD,USD,RR4,1,瀚亞亞太豐收平衡基金Ｂ－美元
480,4617,FNDD,CNY,RR4,1,瀚亞亞太高股息基金Ａ人民幣
481,4706,FNDD,CNY,RR4,1,野村亞太複合高收益債月配人民幣
485,AT01,FNDF,USD,RR4,1,百達智慧城市Ｒ美元
486,AF62,FNDF,USD,RR4,0,鋒匯理Ⅱ－歐洲潛力Ａ２美元對沖
487,FE52,FNDF,USD,RR4,0,富蘭克林坦伯頓全球投資亞洲小型企業基金美元Ｆ（ＡＣＣ）股
488,AC25,FNDF,USD,RR4,1,天達環球策略環球股票入息基金Ｃ累積股份
493,AF65,FNDF,EUR,RR2,0,鋒匯理Ⅱ－美元短期債券Ａ２歐元
495,AGD1,FNDF,ZAR,RR3,1,貝萊德環球高收益債券基金Ａ８多幣別穩定月配息股份－南非幣避險
498,AP16,FNDF,USD,RR3,1,ＮＮ（Ｌ）新興市場債券基金Ｘ股美元（月配息）
500,CCB4,FNDF,AUD,RR3,1,摩根－ＪＰＭ新興市場企業債券澳幣對沖（Ａ股利率入息）基金
503,KK09,FNDF,USD,RR3,1,富蘭克林坦伯頓全球投資新興國家固定收益基金
504,KK23,FNDF,EUR,RR5,1,富蘭克林坦伯頓全球投資東歐基金
505,KK65,FNDF,USD,RR3,1,富蘭克林坦伯頓全球投資全球平衡基金
506,PP53,FNDF,USD,RR3,1,施羅德環球環球氣候變化策略（美元）Ａ１－累積基金
507,WW12,FNDF,USD,RR5,1,霸菱亞洲增長基金
508,WW26,FNDF,GBP,RR3,1,霸菱成熟及新興市場高收益債券基金－Ａ類英鎊避險配息型
516,8608,FNDD,CNY,RR3,0,瀚亞全球高收益債券基金Ｓ類型－人民幣
520,AAE7,FNDF,USD,RR4,1,富達全球科技基金Ａ股累計美元避險
526,BB53,FNDF,USD,RR4,1,安聯歐洲成長精選基金－ＡＴ累積類股（美元避險）
530,CCB6,FNDF,AUD,RR5,1,摩根東協基金（澳幣對沖）（累計）
531,CCF7,FNDF,AUD,RR3,1,摩根投資－ＪＰＭ策略總報酬澳幣對沖（Ａ股累計）基金
533,EE58,FNDF,USD,RR4,0,景順日本股息增長基金Ａ－年配息股美元
535,NN61,FNDF,USD,RR4,1,聯博精選美國股票基金Ａ股美元
537,PP83,FNDF,EUR,RR3,1,施羅德環球環球收益股票（歐元）Ａ１－累積基金
538,PP84,FNDF,USD,RR5,1,施羅德環球亞洲優勢（美元）Ａ－累積基金
542,1311,FNDD,TWD,RR5,1,保德信大中華基金
546,2720,FNDD,TWD,RR4,1,台新亞澳高收益債券基金月配型
548,4630,FNDD,USD,RR2,1,瀚亞債券精選組合基金Ｂ配息美元
549,5001,FNDD,TWD,RR3,1,貝萊德亞美利加收益基金
551,5915,FNDD,USD,RR4,1,柏瑞亞太高收益債券基金Ｂ月配美元
554,AA41,FNDF,USD,RR5,1,富達拉丁美洲基金
560,BB46,FNDF,AUD,RR3,1,安聯收益成長基金－ＡＭ穩定月收類股（澳幣避險）
561,CC12,FNDF,USD,RR5,1,摩根馬來西亞基金
563,CC55,FNDF,USD,RR5,1,摩根南韓基金
565,CCC4,FNDF,USD,RR4,1,摩根－ＪＰＭ日本股票美元對沖（Ａ股累積）基金
570,1304,FNDD,TWD,RR5,1,保德信店頭市場基金
572,1902,FNDD,TWD,RR5,1,匯豐龍騰電子基金
574,2109,FNDD,TWD,RR4,1,野村鑫平衡組合基金
575,3007,FNDD,TWD,RR5,1,元大全球農業商機基金
578,3903,FNDD,ZAR,RR2,1,復華南非幣長期收益基金Ａ不配
585,5704,FNDD,USD,RR3,1,保德信印度機會債券基金配息型－美元
588,AA43,FNDF,USD,RR5,1,富達印尼基金
589,AA88,FNDF,USD,RR4,1,富達全球不動產基金美元
591,AI27,FNDF,AUD,RR3,1,瀚亞美國高收益債券基金澳幣避險月配級別
592,BB60,FNDF,ZAR,RR5,1,安聯全球新興市場高股息基金－ＡＭ穩定月收類股（南非幣避險）
595,CC19,FNDF,USD,RR5,1,摩根太平洋證券基金
596,EE79,FNDF,USD,RR5,1,景順中國基金Ａ－年配息股美元
597,EE84,FNDF,USD,RR3,1,景順新興市場債券基金Ａ－半年配息股美元
600,1431,FNDD,TWD,RR4,1,摩根台灣金磚基金－累積型
601,1513,FNDD,TWD,RR4,1,華南永昌全球精品基金
603,2123,FNDD,TWD,RR4,1,野村台灣運籌基金
604,2813,FNDD,TWD,RR5,1,富蘭克林華美台股傘型基金之傳產基金
605,2829,FNDD,TWD,RR4,1,富蘭克林華美退休傘型基金之目標２０３７組合基金－新臺幣
607,3601,FNDD,TWD,RR2,1,宏利中國離岸債券基金累積
609,AI04,FNDF,USD,RR2,1,瀚亞美國優質債券基金
610,5404,FNDD,CNY,RR4,1,摩根新興雙利平衡基金月配息型人民幣
614,8913,FNDD,CNY,RR4,0,柏瑞亞太高收益債券基金Ｎ月配人民幣
615,6602,FNDD,TWD,RR3,0,中國信託多元入息平衡基金配息
616,FCA6,FNDF,AUD,RR3,0,摩根投資－ＪＰＭ環球高收益債券澳幣對沖（Ｆ股利率入息）基金
618,AC20,FNDF,ZAR,RR4,1,天達環球策略環球特許品牌基金南非幣避險月配Ｃ收益
623,AR05,FNDF,USD,RR3,1,ＮＢ高收益債券基金Ｔ股週配美元
624,AR24,FNDF,AUD,RR3,1,ＮＢ新興市場本地貨幣債券基金Ｔ股月配澳幣
625,BB13,FNDF,USD,RR5,1,安聯印尼股票基金－Ａ配息類股（美元）
628,CCA4,FNDF,USD,RR3,1,摩根－ＪＰＭ亞太入息美元（Ａ股每月派息）基金
629,CCB2,FNDF,EUR,RR3,1,摩根－ＪＰＭ新興市場企業債券歐元對沖（Ａ股每季派息）基金
630,EE44,FNDF,EUR,RR4,1,景順歐洲指標增值基金Ａ歐元
634,1444,FNDD,TWD,RR4,1,摩根新興雙利平衡基金累積型
638,2012,FNDD,TWD,RR5,1,國泰科技生化基金
639,2914,FNDD,TWD,RR4,1,復華全球原物料基金
640,3707,FNDD,USD,RR4,1,國泰全球基礎建設基金美元
642,5406,FNDD,CNY,RR4,1,摩根中國雙息平衡基金月配息型人民幣
646,FC85,FNDF,USD,RR3,0,摩根投資－ＪＰＭ環球高收益債券美元（Ｆ股每月派息）基金
647,FC90,FNDF,USD,RR4,0,摩根－ＪＰＭ環球天然資源美元（Ｆ股累計）基金
648,AA90,FNDF,USD,RR4,0,富達全球優勢產業基金
650,AF71,FNDF,USD,RR2,0,鋒匯理Ⅱ－策略收益Ａ股美元月配穩定配息
652,AI05,FNDF,USD,RR3,1,瀚亞美國高收益債券基金
653,AI13,FNDF,USD,RR3,1,瀚亞亞洲債券基金配息
654,AI18,FNDF,USD,RR5,1,瀚亞大中華股票基金
655,BB11,FNDF,USD,RR5,0,安聯韓國股票基金－Ａ配息類股（美元）
658,CC04,FNDF,USD,RR4,0,摩根澳洲基金
663,KK32,FNDF,USD,RR4,1,富蘭克林坦伯頓全球投資生技領航基金
665,NN90,FNDF,USD,RR4,1,聯博美國成長基金ＡＤ股月配美元
670,1225,FNDD,TWD,RR3,1,統一新興市場企業債券月配
671,1319,FNDD,TWD,RR4,0,保德信歐洲組合基金
674,2419,FNDD,TWD,RR2,1,瀚亞債券精選組合基金Ａ不配息
677,4016,FNDD,TWD,RR3,1,聯博全球高收益債券基金ＴＡ月配型
684,AAD5,FNDF,EUR,RR4,1,富達歐洲入息基金Ｆ１穩定月配息歐元
685,AAE5,FNDF,USD,RR4,1,富達全球科技基金美元累積型
691,AP23,FNDF,AUD,RR3,1,ＮＮ（Ｌ）環球高收益基金Ｘ股對沖級別澳幣（月配息）
692,AP31,FNDF,ZAR,RR4,1,ＮＮ（Ｌ）美國高股息基金Ｘ股對沖級別南非幣（月配息）
694,BB01,FNDF,USD,RR4,1,安聯香港股票基金－Ａ配息類股（美元）
700,NN58,FNDF,NZD,RR5,1,聯博亞洲股票基金ＡＤ股紐幣避險
701,OB17,FNDF,EUR,RR5,0,法百利達亞太（日本除外）高股息股票基金年配（歐元）
702,XX16,FNDF,EUR,RR4,1,匯豐環球投資基金歐元區股票
706,2918,FNDD,TWD,RR4,1,復華全球平衡基金－新臺幣
707,3321,FNDD,TWD,RR5,1,群益大中華雙力優勢基金
712,4801,FNDD,USD,RR3,1,富蘭克林華美全球高收益債券基金美元累積
