,wm_prod_code,prod_detail_type_code,prod_ccy,prod_risk_code,can_rcmd_ind,prod_name
720,AG51,FNDF,USD,RR2,1,貝萊德美元優質債券基金美元配現
721,AG64,FNDF,USD,RR3,1,貝萊德新興市場債券基金Ａ２美元
724,AI36,FNDF,ZAR,RR3,1,瀚亞美國高收益債券基金南非幣避險穩定月配
725,AI58,FNDF,USD,RR4,1,瀚亞日本動力股票基金Ａ美元
730,CCC7,FNDF,USD,RR5,1,摩根－ＪＰＭ亞太股票美元（Ａ股累計）基金
734,NN32,FNDF,USD,RR3,1,聯博新興市場債券基金Ａ２美元
735,NN35,FNDF,EUR,RR3,1,聯博全球高收益債券基金Ａ２股歐元避險
736,NN79,FNDF,USD,RR3,1,聯博房貸收益基金ＡＡ月配美元
737,NNA3,FNDF,EUR,RR4,1,聯博美國成長基金Ａ股歐元
738,OB05,FNDF,USD,RR3,1,法巴優化波動全球股票基金Ｃ（美元）
739,PP77,FNDF,USD,RR4,1,施羅德環球歐洲收益股票（美元避險）Ａ１－累積基金
740,SS03,FNDF,EUR,RR5,1,柏瑞環球歐洲小型公司股票基金Ａ１
741,WW07,FNDF,USD,RR5,1,霸菱韓國基金美元
747,3306,FNDD,TWD,RR5,1,群益新興金鑽基金
753,1915,FNDD,TWD,RR5,1,匯豐金磚動力基金
759,9102,FNDD,USD,RR3,0,路博邁收益成長多重資產基金Ｎ月配（美元）
760,AAA9,FNDF,USD,RR3,1,富達歐洲高收益基金月配美元避險
763,AF07,FNDF,USD,RR4,0,鋒匯理Ⅱ－美國鋒裕基金Ａ２美元
766,AP18,FNDF,USD,RR4,1,ＮＮ（Ｌ）食品飲料基金Ｘ股美元
771,KK97,FNDF,AUD,RR3,1,富蘭克林坦伯頓全球投資穩定月收益基金澳幣避險Ｈ１
772,KKB2,FNDF,USD,RR4,0,富蘭克林坦伯頓全球投資潛力歐洲基金美元Ａ（ＹＤＩＳ）
773,OB01,FNDF,EUR,RR4,1,法巴歐洲小型股票基金Ｃ（歐元）
774,PP02,FNDF,USD,RR4,1,施羅德環球美國大型股（美元）Ａ１－累積基金
776,1334,FNDD,TWD,RR3,1,保德信新興市場企業債券基金累積
777,1401,FNDD,TWD,RR5,1,摩根中小基金
779,2822,FNDD,TWD,RR3,1,富蘭克林華美多重資產收益基金新臺幣分配型
780,2932,FNDD,TWD,RR4,1,復華中國新經濟平衡基金
781,3216,FNDD,TWD,RR4,1,永豐歐洲５０指數基金新臺幣
783,3726,FNDD,CNY,RR5,1,國泰中國內需增長基金人民幣
786,5802,FNDD,CNY,RR3,1,聯博多元資產收益組合基金ＡＤ類型人民幣
788,5939,FNDD,CNY,RR3,1,柏瑞特別股息收益基金Ａ累積人民幣
795,AGA9,FNDF,USD,RR3,1,貝萊德全球股票收益基金Ａ２美元
798,AP02,FNDF,USD,RR3,1,ＮＮ（Ｌ）環球高收益基金Ｘ股美元（月配息）
799,BB30,FNDF,USD,RR4,1,安聯全球高成長科技基金－Ａ配息類股（美元）
804,JJ03,FNDF,USD,RR4,1,富蘭克林成長基金
805,JJ07,FNDF,USD,RR3,0,富蘭克林可轉換證券基金
810,2019,FNDD,TWD,RR4,1,國泰新興高收益債券基金
811,2309,FNDD,TWD,RR2,1,柏瑞美國雙核心收益基金Ａ類型
812,2408,FNDD,TWD,RR5,0,瀚電通網基金
817,ER08,FNDF,ZAR,RR3,0,ＮＢ高收益債券基金Ｅ股月配南非幣
818,AV03,FNDF,USD,RR5,1,瑞萬通博中國領導企業基金Ｃ（美元）
822,AA64,FNDF,EUR,RR4,1,富達全球消費行業基金
823,AA89,FNDF,USD,RR3,1,富達美元高收益基金Ａ股月配收益型
824,AA96,FNDF,EUR,RR3,1,富達歐洲高收益基金Ａ股穩定月配
827,AG01,FNDF,USD,RR5,1,貝萊德拉丁美洲基金美元
828,AJ31,FNDF,EUR,RR4,0,瀚亞Ｍ＆Ｇ北美股息基金（歐元）
829,BB50,FNDF,USD,RR4,1,安聯歐洲高息股票基金－ＡＭ穩定月收類股（美元避險）
834,JJ16,FNDF,USD,RR3,1,富蘭克林坦伯頓世界基金
837,NN76,FNDF,USD,RR4,0,聯博日本策略價值基金ＡＤ月配美元避險
839,SS09,FNDF,USD,RR5,1,柏瑞環球印度股票基金Ａ
842,WW08,FNDF,USD,RR4,1,霸菱澳洲基金美元
846,1408,FNDD,TWD,RR5,1,摩根亞洲基金
849,2416,FNDD,TWD,RR5,1,瀚亞印度基金
851,3901,FNDD,ZAR,RR2,1,復華南非幣短期收益基金Ａ不配
854,5008,FNDD,TWD,RR3,1,貝萊德全球多元因子ＥＴＦ組合基金累積新台幣
859,6206,FNDD,CNY,RR4,1,統一全球新科技基金人民幣
861,8638,FNDD,CNY,RR3,0,瀚亞策略印度傘型基金之印度策略收益平衡基金Ｓ類型－人民幣
868,KK37,FNDF,USD,RR4,1,富蘭克林坦伯頓全球投資日本基金
869,KK56,FNDF,USD,RR3,1,富蘭克林坦伯頓全球投資新興國家固定收益基金累積
870,KK68,FNDF,AUD,RR3,1,富蘭克林坦伯頓全球投資新興國家固定收益澳幣避險Ｈ１月配
871,KK91,FNDF,USD,RR4,1,富蘭克林坦伯頓全球投資全球房地產基金美元Ａ（ＱＤＩＳ）股
874,PP72,FNDF,USD,RR3,1,施羅德環球環球股債收息基金（美元）Ａ－累積基金
879,2915,FNDD,TWD,RR3,1,復華新興債股動力組合基金－新臺幣
880,3402,FNDD,TWD,RR4,1,新光大三通基金
886,6108,FNDD,USD,RR3,1,貝萊德全方位資產收益組合基金月配美元
889,9943,FNDD,CNY,RR3,0,群益全球優先順位高收益債券基金ＮＢ月配型人民幣
892,ED64,FNDF,USD,RR3,0,聯博全球高收益債券基金ＥＡ穩定月配美元
894,AA56,FNDF,EUR,RR3,1,富達世界基金
895,AA77,FNDF,USD,RR5,1,富達印度聚焦基金
898,AG02,FNDF,USD,RR4,1,貝萊德美國價值型基金美元
899,AG28,FNDF,USD,RR4,1,貝萊德日本特別時機基金美元
903,EE56,FNDF,USD,RR2,0,景順債券基金Ａ－半年配息股美元
906,PP87,FNDF,EUR,RR3,1,施羅德環球環球股息基金（歐元避險）Ａ－累積基金
907,1204,FNDD,TWD,RR4,1,統一經建基金
908,1326,FNDD,TWD,RR5,1,保德信中國品牌基金
910,1605,FNDD,TWD,RR5,1,第一金小型精選基金
911,2922,FNDD,TWD,RR4,1,復華新興市場高收益債券基金配息
913,4628,FNDD,CNY,RR5,1,瀚亞印度基金－人民幣
920,AA44,FNDF,EUR,RR4,0,富達基金–歐洲多重資產收益基金Ａ股歐元
922,AG03,FNDF,USD,RR4,1,貝萊德美國靈活股票基金美元
923,AG89,FNDF,USD,RR5,1,貝萊德印度基金美元
924,AGE7,FNDF,NZD,RR4,1,貝萊德全球智慧數據股票入息基金Ａ８多幣別穩定月配息股份－紐西蘭幣避險
931,KK26,FNDF,EUR,RR4,1,富蘭克林坦伯頓全球投資潛力歐洲基金
933,NN64,FNDF,USD,RR3,1,聯博全球高收益債券基金ＡＡ穩定月配美元
934,NND1,FNDF,AUD,RR3,1,聯博優化波動股票基金ＡＤ月配澳幣避險級別
936,QQ18,FNDF,USD,RR2,0,瑞銀（盧森堡）美元債券基金
941,3312,FNDD,TWD,RR3,1,群益平衡王基金
945,AV01,FNDF,USD,RR5,1,瑞萬通博新興市場股票基金Ｃ（美元）
950,AAB5,FNDF,USD,RR4,0,富達亞洲高收益基金Ｆ１美元穩定月配息
951,AAC7,FNDF,USD,RR4,1,富達歐洲基金美元避險
956,AG21,FNDF,USD,RR4,1,貝萊德世界能源基金美元
957,AG66,FNDF,EUR,RR3,1,貝萊德新興市場債券基金Ａ３歐元
959,BB16,FNDF,USD,RR5,1,安聯新興亞洲股票基金－Ａ配息類股（美元）
960,BB59,FNDF,AUD,RR5,1,安聯全球新興市場高股息基金－ＡＭ穩定月收類股（澳幣避險）
962,CCA5,FNDF,USD,RR3,1,摩根投資－ＪＰＭ多重收益美元對沖（Ａ股累計）基金
964,GG54,FNDF,USD,RR3,1,安本標準印度債券基金Ａ３配息
969,NN11,FNDF,USD,RR2,1,聯博短期債券基金Ａ２股美元
970,NN92,FNDF,AUD,RR5,1,聯博中國時機基金ＡＤ月配澳幣避險
973,1328,FNDD,TWD,RR2,0,保德信亞洲新興市場債券基金配息
974,2133,FNDD,TWD,RR5,1,野村巴西基金
975,2308,FNDD,TWD,RR5,1,柏瑞拉丁美洲基金
976,2444,FNDD,TWD,RR3,1,瀚亞策略印度傘型基金之印度策略收益平衡基金Ｂ類型－新臺幣
977,3037,FNDD,TWD,RR3,1,元大大中華豐益平衡基金新臺幣
984,AA94,FNDF,USD,RR2,1,富達全球通膨連結債券基金美元累積
985,5912,FNDD,CNY,RR4,1,柏瑞亞太高收益債券基金Ａ累積人民幣
995,CC07,FNDF,USD,RR5,1,摩根印度基金
996,CR26,FNDF,ZAR,RR3,0,ＮＢ新興市場本地貨幣債券基金Ｃ２股月配南非幣
998,NN53,FNDF,AUD,RR5,1,聯博亞洲股票基金Ａ股澳幣避險
999,OB14,FNDF,USD,RR3,1,法巴新興市場精選債券基金∕月配（美元）
1000,1407,FNDD,TWD,RR4,1,摩根新興日本基金
1001,2156,FNDD,TWD,RR4,1,野村新興收益傘型基金之邊境市場高收益主權債基金（累積新臺幣）
1002,2421,FNDD,TWD,RR5,1,瀚亞亞太不動產證券化基金Ａ類型
1012,AG49,FNDF,EUR,RR2,1,貝萊德歐元優質債券基金歐元配現
1013,AI12,FNDF,USD,RR3,1,瀚亞美國高收益債券基金配息
1014,AI56,FNDF,ZAR,RR5,0,瀚亞中國股票基金南非幣避險穩定月配
1018,CC28,FNDF,USD,RR4,1,摩根－ＪＰＭ歐洲美元（Ａ股分派）基金
1022,EE85,FNDF,JPY,RR4,1,景順日本動力基金Ａ股日圓
1024,NN33,FNDF,USD,RR3,1,聯博新興市場債券基金ＡＴ美元
1027,XX05,FNDF,USD,RR5,1,匯豐環球投資基金印度股票
1028,1120,FNDD,TWD,RR5,1,日盛中國內需動力基金
1030,2447,FNDD,TWD,RR3,1,瀚亞印度政府基礎建設債券基金Ａ類型－新臺幣
1034,4715,FNDD,ZAR,RR3,1,野村動態配置多重資產基金累積南非幣
1041,AA59,FNDF,EUR,RR4,1,富達歐盟５０Ｒ基金
1042,AC14,FNDF,EUR,RR3,1,天達環球策略歐洲高收益債券基金Ｃ２歐元
1046,AGB4,FNDF,AUD,RR3,1,貝萊德美元高收益債券基金Ａ８月配澳幣避險
1047,AH05,FNDF,USD,RR4,1,新加坡大華全球金融基金美元
1048,AI39,FNDF,AUD,RR3,1,瀚亞全球價值股票基金澳幣避險穩定月配
1049,AN08,FNDF,USD,RR3,1,ＤＷＳ投資全球高股息美元避險年配
1050,AP13,FNDF,USD,RR5,1,ＮＮ（Ｌ）新興市場增強股票基?Ｘ股美元
1051,AR22,FNDF,USD,RR3,1,ＮＢ新興市場本地貨幣債券基金Ｔ股月配美元
1052,CCB7,FNDF,AUD,RR4,1,摩根－ＪＰＭ美國澳幣（Ａ股累計）基金
1056,KKA8,FNDF,ZAR,RR3,1,富蘭克林坦伯頓全球投資新興國家固定收益基金南非幣避險Ａ（ＭＤＩＳ）股－Ｈ１
1059,NN18,FNDF,USD,RR3,1,聯博全球高收益債券基金ＡＴ股美元
1060,QQ30,FNDF,USD,RR3,1,瑞銀（盧森堡）歐元高收益債券基金（歐元）美元避險月配息
1062,1318,FNDD,TWD,RR5,1,保德信新興趨勢組合基金
1063,1336,FNDD,TWD,RR4,1,保德信策略成長ＥＴＦ組合基金新臺幣
1066,3713,FNDD,USD,RR4,1,國泰亞太入息平衡基金不配息美元
1067,3909,FNDD,CNY,RR4,1,復華新興市場高收益債券基金配息人民幣
1078,7001,FNDD,TWD,RR3,1,路博邁收益成長多重資產基金Ｔ累積（新臺幣）
1085,AGE6,FNDF,AUD,RR4,1,貝萊德全球智慧數據股票入息基金Ａ８多幣別穩定月配息股份－澳幣避險
1087,AR23,FNDF,AUD,RR3,1,ＮＢ新興市場本地貨幣債券基金Ｔ股累積澳幣
1090,CC60,FNDF,USD,RR2,1,摩根－ＪＰＭ美國複合收益債券美元（Ａ股分派）基金
1095,KK03,FNDF,USD,RR5,1,富蘭克林坦伯頓全球投資新興國家基金
1096,KK69,FNDF,USD,RR3,1,富蘭克林坦伯頓全球投資全球債券總報酬基金美元累積Ａ
1097,NN47,FNDF,AUD,RR3,1,聯博全球高收益債券基金ＡＴ股澳幣避險
1098,NN52,FNDF,USD,RR4,1,聯博美國永續主題基金
1099,PP09,FNDF,EUR,RR4,1,施羅德環球義大利股票（歐元）Ａ１－累積基金
1100,PP17,FNDF,USD,RR2,1,施羅德環球環球債券（美元）Ａ１－累積基金
1101,PP19,FNDF,HKD,RR4,1,施羅德環球香港股票（港元）Ａ１－累積基金
1102,PP59,FNDF,USD,RR5,1,施羅德環球亞洲小型公司（美元）Ａ１－累積基金
1105,WW24,FNDF,EUR,RR3,1,霸菱成熟及新興市場高收益債券基金－Ａ類歐元避險配息型
1106,1116,FNDD,TWD,RR4,1,日盛首選基金
1109,2146,FNDD,TWD,RR3,1,野村動態配置多重資產基金月配
1110,2423,FNDD,TWD,RR4,1,瀚亞亞太基礎建設基金
1112,3042,FNDD,TWD,RR3,1,元大新興亞洲美元債券基金新臺幣（Ｂ）月配息
1116,7321,FNDD,TWD,RR4,0,柏瑞亞太高收益債券基金Ｎ月配台幣
1120,AG30,FNDF,USD,RR3,1,貝萊德環球資產配置基金美元
1124,KK40,FNDF,USD,RR3,1,富蘭克林坦伯頓全球投資穩定月收益基金
1125,MM14,FNDF,EUR,RR2,1,安聯國際債券基金－Ａ配息類股（歐元）
1127,NN70,FNDF,USD,RR3,1,聯博歐洲收益基金ＡＡ穩定月配美元避險
1128,NN69,FNDF,AUD,RR3,1,聯博新興市場債券基金ＡＡ穩定月配澳幣避險
1129,NN88,FNDF,EUR,RR4,1,聯博新興市場多元收益基金ＡＤ月配歐元避險
1131,NN95,FNDF,ZAR,RR3,1,聯博全球價值型基金ＡＤ月配南非幣避險
1132,OB18,FNDF,USD,RR5,1,法巴俄羅斯股票基金Ｃ（美元）
1133,PP06,FNDF,EUR,RR4,1,施羅德環球歐洲大型股（歐元）Ａ１－累積基金
1134,PP70,FNDF,USD,RR3,1,施羅德傘型基金ＩＩ－亞洲高息股債基金（美元）Ａ－月配基金
1138,1441,FNDD,TWD,RR5,1,摩根中國Ａ股基金
1141,2107,FNDD,TWD,RR5,1,野村中小基金
1142,2522,FNDD,TWD,RR3,1,安聯四季雙收入息組合基金－Ｂ類型（月配息）－新臺幣
1145,5013,FNDD,TWD,RR3,1,貝萊德享退休系列２０５０目標日期組合基金－新臺幣
1147,5402,FNDD,CNY,RR4,1,摩根亞洲總合高收益債券基金月配息型人民幣
1148,5405,FNDD,CNY,RR4,1,摩根中國雙息平衡基金累積型人民幣
1149,AT27,FNDF,USD,RR5,1,百達俄羅斯股票Ｒ美元
1157,AAB7,FNDF,USD,RR3,1,富達全球入息基金累積美元
1159,AGE8,FNDF,USD,RR5,1,貝萊德新興市場股票收益基金Ａ２美元
1160,AP46,FNDF,USD,RR3,1,ＮＮ（Ｌ）旗艦多元資產基金Ｘ股對沖級別美元（月配息）
1161,AP52,FNDF,USD,RR4,1,ＮＮ（Ｌ）邊境市場債券基金Ｘ股美元（月配息）
1166,CCA7,FNDF,AUD,RR3,1,摩根投資－ＪＰＭ多重收益澳幣對沖（Ａ股利率入息）基金
1169,GG46,FNDF,USD,RR3,0,安本標準新興市場公司債券基金Ａ月配息美元
1171,KK75,FNDF,USD,RR4,1,富蘭克林坦伯頓全球投資美國機會基金美元
1173,MM22,FNDF,EUR,RR4,1,安聯歐洲成長基金－Ａ配息類股（歐元）
1174,NN02,FNDF,USD,RR4,1,聯博國際科技基金Ａ股美元
1175,1446,FNDD,TWD,RR4,1,摩根中國雙息平衡基金累積型
1177,2443,FNDD,TWD,RR3,1,瀚亞策略印度傘型基金之印度策略收益平衡基金Ａ類型－新臺幣
1178,2806,FNDD,TWD,RR3,1,富蘭克林華美富蘭克林全球債券組合基金分配
1191,FE42,FNDF,USD,RR4,0,富蘭克林坦伯頓全球投資天然資源基金美元Ｆ（ＡＣＣ）股
1196,AA12,FNDF,USD,RR5,1,富達馬來西亞基金
1197,AB01,FNDF,USD,RR4,1,天達環球策略美國股票基金Ｃ收益股份
1199,AGE4,FNDF,USD,RR4,1,貝萊德全球智慧數據股票入息基金Ａ６美元（穩定配息）
1200,AP37,FNDF,USD,RR4,1,ＮＮ（Ｌ）歐元高股息基金Ｘ股對沖級別美元（月配息）
1206,CCD4,FNDF,EUR,RR4,1,摩根投資－ＪＰＭ歐洲策略股息歐元（Ａ股累計）基金
1208,EE40,FNDF,AUD,RR4,1,景順亞洲平衡基金Ａ－穩定月配息（澳幣對沖）股澳幣
1211,QQ44,FNDF,USD,RR3,1,瑞銀（盧森堡）策略基金－收益型（美元）
1212,2143,FNDD,TWD,RR3,1,野村環球基金台幣
1213,2326,FNDD,TWD,RR3,1,柏瑞環球多元資產基金Ｂ月配台幣
1214,3315,FNDD,TWD,RR5,1,群益亞太中小基金
1217,4928,FNDD,CNY,RR4,1,群益全球地產入息基金人民幣累積
1228,AA99,FNDF,EUR,RR2,1,富達歐元債券基金累積
1232,AG11,FNDF,EUR,RR4,1,貝萊德歐洲特別時機基金Ａ２歐元
1233,AG13,FNDF,EUR,RR4,1,貝萊德歐洲價值型基金歐元
1234,AG24,FNDF,USD,RR3,1,貝萊德世界健康科學基金美元
1235,AGC3,FNDF,USD,RR4,1,貝萊德歐洲特別時機基金Ａ２美元
1236,AH06,FNDF,USD,RR4,1,新加坡大華全球科技基金美元
1237,AP54,FNDF,ZAR,RR4,1,ＮＮ（Ｌ）邊境市場債券基金Ｘ股對沖級別南非幣（月配息）
1240,BB66,FNDF,USD,RR4,1,安聯ＡＩ人工智慧基金－ＡＴ累積類股（美元）
1241,CCB1,FNDF,USD,RR3,1,摩根－ＪＰＭ新興市場企業債券美元（Ａ股每月派息）基金
1242,CCC5,FNDF,USD,RR4,1,摩根－ＪＰＭ歐洲動力美元對沖（Ａ股累計）基金
1244,JJ08,FNDF,USD,RR4,1,富蘭克林潛力組合基金
1245,NN30,FNDF,USD,RR5,1,聯博中國時機基金Ａ美元
1247,QQ38,FNDF,EUR,RR4,0,瑞銀歐元區國家收益基金
1250,2442,FNDD,TWD,RR3,1,瀚亞全球策略收益股票基金Ｂ台幣
1251,4627,FNDD,USD,RR5,1,瀚亞印度基金－美元
1252,4712,FNDD,CNY,RR3,1,野村動態配置多重資產基金月配人民幣
1254,4832,FNDD,USD,RR3,1,富蘭克林華美全球醫療保健基金－美元
1259,6214,FNDD,CNY,RR5,1,統一強漢基金人民幣
1260,9352,FNDD,TWD,RR3,0,群益全球優先順位高收益債券基金ＮＢ月配型臺幣
1262,AA79,FNDF,EUR,RR4,1,富達歐洲大型企業基金
1264,AG14,FNDF,GBP,RR4,1,貝萊德英國基金英鎊
1265,AH07,FNDF,USD,RR4,1,新加坡大華日本成長基金美元
1266,AI49,FNDF,ZAR,RR3,1,瀚亞全球新興市場債券基金穩定月配南非幣避險
1268,BB49,FNDF,EUR,RR4,1,安聯歐洲高息股票基金－ＡＭ穩定月收類股（歐元）
1272,PP07,FNDF,EUR,RR4,1,施羅德環球歐洲小型公司（歐元）Ａ１－累積基金
1274,1402,FNDD,TWD,RR5,1,摩根新興科技基金
1275,2033,FNDD,TWD,RR4,1,國泰全球高股息基金
1277,2149,FNDD,TWD,RR4,1,野村日本領先基金
1279,2902,FNDD,TWD,RR4,1,復華高成長基金
1280,3340,FNDD,TWD,RR3,1,群益中國金采平衡基金台幣累積
1283,AA40,FNDF,USD,RR5,1,富達太平洋基金
1286,7107,FNDD,ZAR,RR3,1,路博邁收益成長多重資產基金Ｔ累積（南非幣）
1288,AAA4,FNDF,USD,RR3,1,富達美元高收益基金累積
1292,AF74,FNDF,USD,RR2,0,鋒匯理Ⅱ－美元綜合債券Ａ股美元月配穩定配息
1293,AP38,FNDF,ZAR,RR3,1,ＮＮ（Ｌ）新興市場債券基金Ｘ股對沖級別南非幣（月配息）
1294,AP42,FNDF,USD,RR3,1,ＮＮ（Ｌ）環球高收益基金Ｘ股對沖級別美元（月配息）
1295,CCA2,FNDF,EUR,RR3,1,摩根投資－ＪＰＭ多重收益歐元（Ａ股每季派息）基金
1296,EE57,FNDF,USD,RR3,1,景順環球高收益債券基金Ａ－半年配息股美元
1298,JJ09,FNDF,USD,RR4,1,富蘭克林高成長基金
1299,NN12,FNDF,USD,RR3,1,聯博全球高收益債券基金Ａ２股美元
1303,WW22,FNDF,EUR,RR3,1,霸菱成熟及新興市場高收益債券基金－Ａ類歐元配息型季配
1316,AGA4,FNDF,USD,RR3,1,貝萊德環球高收益債券基金Ａ６美元穩定配息
1322,NN96,FNDF,AUD,RR3,1,聯博全球價值型基金ＡＤ月配澳幣避險
1323,1306,FNDD,TWD,RR4,0,保信台商全方位基金
1325,2155,FNDD,TWD,RR3,1,野村新興收益傘型基金之中國境內新興債券基金（新臺幣）
1327,3309,FNDD,TWD,RR2,1,群益多重收益組合基金
1328,3723,FNDD,AUD,RR2,1,國泰智富傘型基金之ＥＴＦ安鑫組合基金－澳幣Ａ類型（不配息）
1331,4922,FNDD,USD,RR5,1,群益東協成長基金美元
1333,4934,FNDD,USD,RR3,1,群益全球特別股收益基金美元累積
1334,5005,FNDD,TWD,RR4,1,貝萊德亞洲高收益債券基金月配新台幣
1337,5608,FNDD,CNY,RR4,1,台新全球不動產入息基金人民幣Ｂ月配
1345,AO17,FNDF,USD,RR2,1,ＰＩＭＣＯ全球實質回報債券基金Ｅ級類別收
1346,AO29,FNDF,USD,RR3,1,ＰＩＭＣＯ多元收益債券基金Ｍ級月收強化股份
1347,AP21,FNDF,AUD,RR3,1,ＮＮ（Ｌ）亞洲債券基金Ｘ股對沖級別澳幣（月配息）
1348,AR25,FNDF,ZAR,RR3,1,ＮＢ新興市場本地貨幣債券基金Ｔ股累積南非幣
1350,BP20,FNDF,AUD,RR2,0,ＮＮ（Ｌ）投資級公司債基金Ｙ股對沖級別澳幣（月配息）
1351,CCD5,FNDF,USD,RR4,1,摩根投資－ＪＰＭ歐洲策略股息美元對沖（Ａ股累計）基金
1352,NN65,FNDF,AUD,RR3,1,聯博全球高收益債券基金ＡＡ穩定月配澳幣避險
1355,1230,FNDD,TWD,RR4,1,統一全球動態多重資產基金新臺幣累積
1356,2831,FNDD,TWD,RR3,1,富蘭克林華美全球醫療保健基金－新台幣
1357,2924,FNDD,TWD,RR2,1,復華全球債券基金
1359,3211,FNDD,TWD,RR5,1,永豐中國經濟建設基金－台幣
1362,3715,FNDD,CNY,RR4,1,國泰亞太入息平衡基金不配息人民幣
1363,4615,FNDD,CNY,RR4,1,瀚亞亞太豐收平衡基金Ａ－人民幣
1364,NN16,FNDF,USD,RR3,1,聯博美國收益基金ＡＴ股美元
1365,5808,FNDD,CNY,RR3,1,聯博債券收益組合基金ＡＡ類型人民幣
1368,AA05,FNDF,USD,RR5,1,富達東協基金
1369,AAB3,FNDF,EUR,RR3,1,富達歐洲高收益基金Ｆ１歐元穩定月配息
1370,AAC2,FNDF,AUD,RR4,1,富達美國基金Ａ累積型澳幣避險
1371,AF05,FNDF,USD,RR5,0,鋒匯理Ⅱ－新興歐洲及地中海股票Ａ２美元
1372,AF37,FNDF,USD,RR3,0,鋒匯理Ⅱ－環球高收益ＡＸＤ美元
1378,CC89,FNDF,USD,RR3,1,摩根－ＪＰＭ新興市場本地貨幣債券美元（Ａ股每月派息）基金
1381,KK81,FNDF,EUR,RR5,1,富蘭克林坦伯頓全球投資新興國家小型企業基金歐元
1383,NN77,FNDF,USD,RR4,1,聯博全球不動產證券基金ＡＤ美元
1386,PP13,FNDF,USD,RR5,1,施羅德環球新興市場（美元）Ａ１－累積基金
